Date,CTRA
2020-08-19,15.554356575012207
2020-08-20,14.989445686340332
2020-08-21,15.105527877807617
2020-08-24,15.097787857055664
2020-08-25,14.927541732788086
2020-08-26,14.455495834350586
2020-08-27,14.757292747497559
2020-08-28,14.664433479309082
2020-08-31,14.679905891418457
2020-09-01,14.385844230651855
2020-09-02,14.060829162597656
2020-09-03,14.037615776062012
2020-09-04,14.184646606445312
2020-09-08,13.836414337158203
2020-09-09,14.378108024597168
2020-09-10,14.084046363830566
2020-09-11,14.114997863769531
2020-09-14,14.401326179504395
2020-09-15,14.455495834350586
2020-09-16,14.93527889251709
2020-09-17,15.020403861999512
2020-09-18,15.004924774169922
2020-09-21,15.051360130310059
2020-09-22,15.020403861999512
2020-09-23,14.432276725769043
2020-09-24,14.501923561096191
2020-09-25,14.022137641906738
2020-09-28,13.983448028564453
2020-09-29,13.650691032409668
2020-09-30,13.434012413024902
2020-10-01,13.039351463317871
2020-10-02,13.163166046142578
2020-10-05,13.728074073791504
2020-10-06,13.627472877502441
2020-10-07,14.130477905273438
2020-10-08,14.308465957641602
2020-10-09,14.648956298828125
2020-10-12,15.144219398498535
2020-10-13,14.93527889251709
2020-10-14,14.8501558303833
2020-10-15,15.066831588745117
2020-10-16,14.780509948730469
2020-10-19,14.765033721923828
2020-10-20,14.912065505981445
2020-10-21,14.842415809631348
2020-10-22,15.608525276184082
2020-10-23,15.229341506958008
2020-10-26,14.966233253479004
2020-10-27,14.772775650024414
2020-10-28,14.060829162597656
2020-10-29,14.231074333190918
2020-10-30,13.766767501831055
2020-11-02,13.480443954467773
2020-11-03,13.00066089630127
2020-11-04,12.389317512512207
2020-11-05,12.729811668395996
2020-11-06,12.722071647644043
